Resource ID,Service Name,Usage Quantity,Usage Unit,Region/Zone,CPU Utilization (%),Memory Utilization (%),Network Inbound Data (Bytes),Network Outbound Data (Bytes),Usage Start Date,Usage End Date,Cost per Quantity ($),Unrounded Cost ($),Rounded Cost ($),Total Cost (INR)
res-53MWIOTB,Firestore,650.7964,GB,us-central1,50.55,89.83,49952769831,53603450248,19-08-2024 14:05,25-08-2024 12:57,7.36,4789.86,4790,397570
res-EYHDF3I5,AI Platform,101.65,Hours,southamerica-east1,6.12,55.38,70152644150,77939261927,28-08-2024 18:22,02-09-2024 00:01,3.12,317.15,317,26311
res-DTA164QF,Cloud Interconnect,887.5022,Requests,us-west1,23.88,21.64,88253570412,94332643638,20-08-2024 02:10,22-08-2024 09:51,8.9,7898.77,7899,655617
res-WBZ9MQQ6,Cloud Data Fusion,496.9294,Requests,asia-southeast1,62.45,74.75,42359936599,52153559965,18-07-2024 05:47,21-07-2024 19:18,8.69,4318.32,4318,358394
res-736606E0,Cloud VPN,92.5512,Requests,asia-east1,85.75,92.34,90576095043,96470776156,16-07-2024 09:36,21-07-2024 18:02,2.82,260.99,261,21663
res-3SESG8V7,Cloud Memorystore,346.6752,GB,asia-east1,80.96,95.33,28698797112,36231433469,02-07-2024 11:20,08-07-2024 05:14,1.54,533.88,534,44322
res-DFQJABAV,Firestore,562.4955,Requests,europe-west3,55.44,27.23,29991632738,33149597955,25-08-2024 05:34,29-08-2024 08:49,3.26,1833.74,1834,152222
res-IP58UFOC,Cloud Load Balancing,922.2978,Requests,asia-northeast1,34.33,16.97,65971441196,72148237230,06-07-2024 10:10,12-07-2024 09:43,6.19,5709.02,5709,473847
res-DXFGDOXR,Cloud SQL,248.0948,Requests,europe-west3,3.98,48.93,89767050146,95190480103,06-08-2024 01:01,11-08-2024 15:41,4.93,1223.11,1223,101509
res-B5CBCS7N,Cloud Build,169.6846,Requests,europe-west1,9.72,54.35,77891960564,80290494361,05-08-2024 06:06,10-08-2024 00:38,3.27,554.87,555,46065
res-89970DYQ,Cloud Interconnect,879.1095,GB,northamerica-northeast1,36.35,94.15,99384435137,1.03178E+11,26-07-2024 11:26,31-07-2024 06:20,3.08,2707.66,2708,224764
res-2AKD3D5G,Cloud CDN,435.086,GB,asia-northeast1,95.51,84.66,74957443833,77986352608,03-07-2024 08:42,06-07-2024 00:54,1.29,561.26,561,46563
res-283P4R0H,Firestore,32.4517,GB,northamerica-northeast1,43.53,85.79,88791419619,89178594951,02-08-2024 04:11,05-08-2024 05:28,7.17,232.68,233,19339
res-4DJD3851,Cloud CDN,345.169,GB,europe-west1,44.23,71.52,24693488729,33487450024,19-07-2024 04:11,22-07-2024 01:31,2.42,835.31,835,69305
res-M9M70ZPZ,BigQuery,435.3222,Requests,asia-east1,12.19,1.93,15463764402,20309748109,08-07-2024 22:55,11-07-2024 08:02,4.44,1932.83,1933,160439
res-4NROFVST,Cloud Run,46.4,Hours,us-east1,41.26,48.11,12800826448,20492021853,28-07-2024 01:37,30-07-2024 00:01,4.37,202.77,203,16849
res-7HJ4T115,Cloud Endpoints,588.0864,Requests,asia-east1,96.27,80.32,83615331252,91433612999,15-07-2024 13:40,20-07-2024 10:35,3.45,2028.9,2029,168407
res-3LCAI3LD,Cloud VPC,551.7888,Requests,europe-north1,22.38,66.68,91262089886,96432298119,05-08-2024 04:32,09-08-2024 18:36,1.84,1015.29,1015,84245
res-WCPBCXOU,Cloud Run,122.3167,Hours,us-central1,99.3,63.9,67416968205,71014369848,24-07-2024 22:24,30-07-2024 00:43,8.28,1012.78,1013,84079
res-6J904SEE,Cloud VPC,461.6625,GB,us-central1,88.4,75.88,48517654747,51017193709,28-07-2024 19:49,01-08-2024 07:58,8.5,3924.13,3924,325692
res-C7XKMCFZ,Cloud Memorystore,360.35,Requests,asia-east1,93.46,86.06,11333949670,12295147258,02-07-2024 17:46,05-07-2024 10:19,8.21,2958.47,2958,245514
res-4B0XP5WC,Pub/Sub,174.6175,Requests,northamerica-northeast1,13.63,89.42,70047833308,76021354280,15-07-2024 19:47,20-07-2024 14:02,7.55,1318.36,1318,109394
res-UDEMX028,Cloud CDN,386.65,GB,europe-west1,81.79,49,67608118188,68766595836,15-07-2024 10:53,20-07-2024 13:54,7.37,2849.61,2850,236550
res-91ZZKPJI,Cloud Run,26.8333,Hours,asia-northeast1,51.91,8.24,14301676109,22308097117,23-08-2024 01:59,24-08-2024 04:49,1.62,43.47,43,3569
res-JVDFHO7N,Cloud Data Fusion,684.6191,GB,southamerica-east1,28.62,31.18,60974905611,62319608528,28-07-2024 16:33,03-08-2024 05:58,6.03,4128.25,4128,342624
res-0218J7D8,Cloud Load Balancing,193.0226,Requests,europe-north1,74.98,52.71,53523273097,56660906517,24-08-2024 06:48,26-08-2024 03:07,7.84,1513.3,1513,125579
res-JTYGDNH2,Cloud Run,107.6333,Hours,us-central1,86.33,39.77,10562894177,16220253103,12-08-2024 03:34,16-08-2024 15:12,9.17,987,987,81921
res-Y7Q58WZT,Cloud Storage,386.6959,GB,asia-northeast1,62.27,34.83,44103227816,48691383713,27-08-2024 18:59,31-08-2024 08:26,2.2,850.73,851,70633
res-3UMQCQ7L,Cloud NAT,490.5874,Requests,europe-north1,85.69,89.77,48701052634,51880282611,08-07-2024 00:22,11-07-2024 05:33,8.05,3949.23,3949,327767
res-18VH12GB,AI Platform,107.3667,Hours,europe-north1,76.03,21.71,7099000133,14254865577,28-08-2024 16:15,02-09-2024 03:37,4.44,476.71,477,39591
res-JN0AHW8I,Cloud Memorystore,820.0826,Requests,australia-southeast1,36,16.45,45591857672,50015438648,10-08-2024 18:57,16-08-2024 16:21,3.09,2534.06,2534,210322
res-Q146W4NW,Cloud Armor,215.9883,GB,northamerica-northeast1,13.91,69.12,42687364956,44985847465,25-08-2024 14:18,28-08-2024 23:44,3.36,725.72,726,60258
res-RY520DKS,Cloud Armor,255.9859,GB,northamerica-northeast1,18.18,17.51,68083241730,70085717043,10-08-2024 04:58,12-08-2024 02:34,3.26,834.51,835,69305
res-FIFHP5ZQ,Dataflow,125.4,Hours,southamerica-east1,86.87,51.35,42088709475,46109484906,07-08-2024 12:50,12-08-2024 18:14,2.42,303.47,303,25149
res-VIBAAJU5,Cloud Run,46.5333,Hours,europe-west3,89.58,44.85,88567934458,90628716284,18-07-2024 12:15,20-07-2024 10:47,1.77,82.36,82,6806
res-1YDLUFQT,Cloud Run,35.0333,Hours,northamerica-northeast1,59.3,50.53,29109235817,37980309491,16-07-2024 11:47,17-07-2024 22:49,6.08,213,213,17679
res-4SLUER38,Cloud SQL,57.958,GB,us-east1,16.01,32.19,42518402531,49418672792,19-07-2024 08:33,20-07-2024 11:17,3.09,179.09,179,14857
res-QF6RILJO,Cloud Spanner,419.7062,GB,asia-southeast1,57.85,68.46,80869010194,88465873107,10-07-2024 05:31,13-07-2024 11:37,9.1,3819.33,3819,316977
res-DMFUA1DF,Cloud Interconnect,426.0389,Requests,us-east1,10.48,75.61,86788522803,87955262019,28-07-2024 02:53,29-07-2024 11:48,6.1,2598.84,2599,215717
res-F1XQDNVO,Cloud Dataproc,265.7357,Requests,asia-northeast1,84.58,66.01,70457004515,78234831218,22-07-2024 22:20,27-07-2024 10:10,6.52,1732.6,1733,143839
res-MOZFAE74,BigQuery,988.0913,GB,europe-west3,77.86,5.25,93395819976,97172248054,09-07-2024 22:53,12-07-2024 22:52,5.45,5385.1,5385,446955
res-GVFZ0SMQ,Cloud CDN,806.0261,GB,asia-southeast1,35.96,66.36,43826343439,53258856630,15-08-2024 10:02,19-08-2024 02:09,7.64,6158.04,6158,511114
res-26V8MDKP,Cloud Storage,788.8919,Requests,asia-southeast1,97.77,81.97,21088062640,30282432255,11-08-2024 03:17,15-08-2024 04:16,1.49,1175.45,1175,97525
res-ZGMEQDGM,Cloud Dataproc,406.0277,Requests,asia-northeast1,81.44,44.07,6536459949,13396172359,20-08-2024 14:25,24-08-2024 23:00,5.32,2160.07,2160,179280
res-G897SS0M,Compute Engine,86.45,Hours,northamerica-northeast1,74.59,21.19,93819059399,1.00949E+11,08-08-2024 00:20,11-08-2024 14:47,2.29,197.97,198,16434
res-SLNI45BI,Cloud Endpoints,271.4415,GB,australia-southeast1,21.34,95.77,27734517911,28809471848,07-08-2024 22:23,12-08-2024 16:07,2.69,730.18,730,60590
res-K1E7YCCI,Pub/Sub,360.2906,GB,australia-southeast1,72.9,43.71,53217530515,59494243605,13-07-2024 11:34,14-07-2024 13:50,3.06,1102.49,1102,91466
res-PYSNFSN2,Cloud Dataproc,344.5259,GB,australia-southeast1,44.12,97.47,9691223949,14526022474,11-07-2024 13:25,14-07-2024 10:25,5.39,1856.99,1857,154131
res-VIN5D25W,Cloud Memorystore,55.7104,GB,northamerica-northeast1,96.17,81.61,91173793493,94690267259,19-07-2024 06:26,22-07-2024 06:14,8.75,487.47,487,40421
res-7XJ95SED,Cloud Storage,785.0175,Requests,australia-southeast1,28.47,21.39,28040215152,34689079584,27-08-2024 03:17,31-08-2024 11:23,6.72,5275.32,5275,437825
res-86BKSPWE,Pub/Sub,776.0638,GB,europe-west3,24.03,11.41,94269782824,1.00508E+11,13-07-2024 17:38,17-07-2024 21:10,2.81,2180.74,2181,181023
res-9QO2FLXN,Cloud Data Fusion,609.1028,Requests,europe-west1,75.94,56.56,95693307169,1.03599E+11,10-07-2024 04:21,11-07-2024 23:14,7.19,4379.45,4379,363457
res-RTW0L80S,Cloud Storage,576.0473,GB,us-west1,98.94,80.47,52698888928,56187329785,29-07-2024 17:53,31-07-2024 16:07,1.46,841.03,841,69803
res-W3LTP3WP,Cloud Dataproc,190.5469,Requests,asia-northeast1,1.21,31.08,86403888554,96122796373,16-08-2024 11:35,19-08-2024 09:09,9.21,1754.94,1755,145665
res-YQQ8HHB8,Cloud Load Balancing,801.5769,GB,us-central1,82.52,31.1,78666218849,85516781967,29-08-2024 08:51,02-09-2024 17:58,1.58,1266.49,1266,105078
res-IZW2W4XT,Cloud VPN,160.4866,Requests,us-central1,34.35,88.63,60339419641,64894726306,01-08-2024 20:57,03-08-2024 10:49,2.85,457.39,457,37931
res-3F8DKCVT,Cloud Build,948.4506,GB,southamerica-east1,34.32,66.1,83320723084,88800038067,09-07-2024 04:17,11-07-2024 10:11,6.26,5937.3,5937,492771
res-1LJV1O1D,Compute Engine,61.5833,Hours,southamerica-east1,95.33,2.13,81293484517,84804571225,22-07-2024 09:04,24-07-2024 22:39,7.8,480.35,480,39840
res-2UBLDDOC,Cloud Endpoints,957.9646,GB,australia-southeast1,92.23,25.12,82309446703,88424557528,03-08-2024 23:28,09-08-2024 14:42,6.52,6245.93,6246,518418
res-IKZR0V6S,Cloud Build,964.4348,GB,asia-east1,98.21,48.43,46645088937,54377521672,11-08-2024 05:35,14-08-2024 22:22,2.94,2835.44,2835,235305
res-0GZ8OVBM,Kubernetes Engine,132.0667,Hours,asia-east1,15.36,83.56,96608816612,1.05529E+11,23-08-2024 14:55,29-08-2024 02:59,3.33,439.78,440,36520
res-JIIFFF2O,Cloud Build,997.4543,GB,asia-east1,91.96,91.61,70776801115,74943205024,16-08-2024 03:41,17-08-2024 11:25,4.03,4019.74,4020,333660
res-1C1MLL0U,Firestore,98.5522,Requests,asia-northeast1,38.11,0.95,27363451299,35833738864,10-07-2024 02:26,12-07-2024 07:00,7.37,726.33,726,60258
res-MF4NDR22,Cloud SQL,755.9279,GB,us-central1,13.63,91.41,41459014210,47929914232,23-08-2024 13:11,27-08-2024 13:53,3.59,2713.78,2714,225262
res-4ZQSMUOB,Cloud VPC,388.3619,Requests,northamerica-northeast1,28.47,9.27,16624322226,21659815981,06-08-2024 02:02,07-08-2024 16:03,1,388.36,388,32204
res-100J1BTT,Cloud Build,568.3773,GB,europe-west1,8.79,52.74,13537126855,16002647625,09-08-2024 23:43,12-08-2024 06:08,5.71,3245.43,3245,269335
res-RJ0E47ZX,Cloud VPC,446.7635,Requests,asia-southeast1,38.45,58.64,89140612486,95390226085,08-07-2024 22:37,10-07-2024 00:01,8.27,3694.73,3695,306685
res-YXBRWF8R,Compute Engine,137.0667,Hours,southamerica-east1,28.29,4.12,38561687282,45947923845,05-08-2024 20:18,11-08-2024 13:22,2.9,397.49,397,32951
res-ATPOHCEH,Kubernetes Engine,102.3167,Hours,northamerica-northeast1,86.34,15.71,6219147399,15724023212,27-08-2024 12:37,31-08-2024 18:56,2.62,268.07,268,22244
res-XVWM45WT,Firestore,164.0299,GB,southamerica-east1,8.67,25.58,49968206937,57300087049,10-08-2024 16:42,16-08-2024 15:03,7.31,1199.06,1199,99517
res-4ZQ18WTF,BigQuery,574.5176,GB,europe-west3,99.22,99.12,64985616255,69629329099,13-07-2024 21:38,15-07-2024 15:34,7.6,4366.33,4366,362378
res-S5U6W344,Dataflow,60.7833,Hours,northamerica-northeast1,89.95,17.36,44055330491,44631492274,21-08-2024 12:48,24-08-2024 01:35,8.24,500.85,501,41583
res-VA3KJDZY,Cloud Endpoints,315.848,GB,us-east1,40.42,3.39,22470722254,31363688005,05-08-2024 17:04,08-08-2024 06:08,1.1,347.43,347,28801
res-Z35RBDV4,Cloud Endpoints,851.9663,Requests,asia-east1,16.04,92.44,15703469920,22933387070,01-08-2024 16:37,03-08-2024 21:30,7.58,6457.9,6458,536014
res-3VGZRWN0,Cloud Dataproc,102.4153,GB,asia-southeast1,0.69,79.14,46113640301,50547921965,18-07-2024 10:52,22-07-2024 02:36,1.77,181.28,181,15023
res-MRQ0A8DI,Cloud Dataproc,530.5378,Requests,northamerica-northeast1,5.63,80.46,47148543586,55130599650,19-07-2024 17:23,22-07-2024 03:14,3.49,1851.58,1852,153716
res-DXKGGUD7,Cloud SQL,439.1355,GB,asia-east1,0.69,57.08,35134645139,37251592742,01-07-2024 11:10,06-07-2024 21:17,7.67,3368.17,3368,279544
res-F6974M69,Cloud Interconnect,139.8127,GB,us-west1,36.36,12.6,2707689102,7586503982,08-08-2024 23:42,12-08-2024 01:20,8.65,1209.38,1209,100347
res-6NNXDHTY,Compute Engine,33.9333,Hours,us-central1,5.08,95.79,36443878481,43988606214,26-07-2024 02:26,27-07-2024 12:22,6,203.6,204,16932
res-RUL6UJ2I,Cloud NAT,983.2136,Requests,asia-southeast1,8.79,61.74,57086496080,64146975060,15-08-2024 11:22,19-08-2024 02:38,8.9,8750.6,8751,726333
res-7FJ5OXXK,Cloud Functions,68.5167,Hours,asia-southeast1,56.01,51.42,41665426239,43505966490,21-07-2024 05:42,24-07-2024 02:13,8.54,585.13,585,48555
res-5LLLKIJS,BigQuery,668.9061,Requests,northamerica-northeast1,64.24,46.71,66275745278,75243804180,01-07-2024 07:41,04-07-2024 10:25,5.96,3986.68,3987,330921
res-ZUP1NWYK,AI Platform,70.9833,Hours,us-west1,59.38,77.29,99506684814,1.00645E+11,13-08-2024 18:35,16-08-2024 17:34,8,567.87,568,47144
res-Z3DIR5XZ,Cloud Storage,399.8697,Requests,australia-southeast1,44.3,51.81,22227345114,22583927548,28-07-2024 10:05,31-07-2024 02:45,6.54,2615.15,2615,217045
res-G35CH69Y,Container Registry,661.8909,GB,northamerica-northeast1,97.45,33.87,47400717792,50656729309,03-07-2024 12:49,07-07-2024 00:02,1.89,1250.97,1251,103833
res-UIJBQHY2,Cloud VPN,133.9256,Requests,europe-west3,42.83,23.04,74073454050,80762114631,14-08-2024 14:08,16-08-2024 04:03,4.5,602.67,603,50049
res-BGUFYUQ7,Cloud Dataproc,104.7603,GB,us-west1,47.39,38.48,92008303208,99187474674,23-08-2024 04:39,26-08-2024 08:27,2.02,211.62,212,17596
res-YVDZ7Y3W,Cloud CDN,952.6501,Requests,australia-southeast1,6.97,29.33,74300820410,75338702575,31-07-2024 13:44,06-08-2024 02:52,7.4,7049.61,7050,585150
res-7WRJI2RL,Cloud VPN,47.7975,GB,europe-west1,14.61,58.3,20945802878,27359115076,21-08-2024 18:17,27-08-2024 09:11,8.94,427.31,427,35441
res-MHVWXAQE,Cloud VPN,244.9716,Requests,asia-east1,60.59,24,17152367000,25291730468,25-07-2024 05:58,31-07-2024 03:13,5.57,1364.49,1364,113212
res-6SG95JJU,Cloud NAT,908.6697,GB,australia-southeast1,38.37,95.07,72271497010,72781188808,10-08-2024 07:24,12-08-2024 04:56,8.88,8068.99,8069,669727
res-4PF8L5PT,Cloud Armor,81.0727,Requests,us-west1,62.74,66.9,71228556714,74440686236,18-08-2024 06:16,20-08-2024 03:17,4.84,392.39,392,32536
res-0GMDP20S,Compute Engine,24.2667,Hours,us-central1,51.72,22.33,66763347120,74879957464,27-08-2024 23:02,28-08-2024 23:18,2.7,65.52,66,5478
res-URVB26BJ,Firestore,184.2222,Requests,australia-southeast1,11.3,28.26,14656367260,16707749412,19-07-2024 13:10,24-07-2024 20:17,6.1,1123.76,1124,93292
res-9K7LR2E5,Cloud Endpoints,978.7496,Requests,asia-northeast1,26.6,26.62,64347112189,73020301103,23-08-2024 03:12,27-08-2024 20:12,6.37,6234.63,6235,517505
res-EEVOKLZA,Cloud VPC,962.1663,GB,europe-west1,87.07,33.92,89586422372,99534812241,16-08-2024 15:40,20-08-2024 06:51,1.98,1905.09,1905,158115
res-P3JCTDOS,AI Platform,28.6667,Hours,europe-west1,23.39,56.76,78184512938,86307836887,10-07-2024 13:02,11-07-2024 17:42,8.07,231.34,231,19173
res-EBCDGE0Z,Cloud Dataproc,311.0466,Requests,asia-northeast1,99.52,22.92,56304430755,63655689339,27-08-2024 05:00,29-08-2024 20:25,5.58,1735.64,1736,144088
res-S8V5CKIR,Cloud Dataproc,30.9371,GB,asia-east1,30.09,42.9,65864508923,75745728262,21-08-2024 08:38,26-08-2024 08:18,4.74,146.64,147,12201
res-L9JQCL5H,Dataflow,80.4,Hours,southamerica-east1,50.28,11.88,77464457242,77859360072,09-07-2024 19:32,13-07-2024 03:56,7.93,637.57,638,52954
res-U8V4KCX7,Cloud Armor,734.7722,Requests,australia-southeast1,26.61,62.42,11961130390,21953273498,04-07-2024 09:30,09-07-2024 08:16,7.1,5216.88,5217,433011
res-W85DRFX6,Cloud CDN,366.9998,GB,us-central1,60.38,37.62,86262733765,91541327287,14-08-2024 13:38,15-08-2024 15:41,8.92,3273.64,3274,271742
res-G0M36ARR,Cloud CDN,832.7303,GB,us-east1,57.94,80.47,4983017782,11521417313,25-07-2024 04:58,27-07-2024 00:02,6.13,5104.64,5105,423715
res-ZL3PAL15,Cloud Endpoints,350.6873,GB,us-central1,94.96,77.92,89584285188,92406101906,11-08-2024 02:37,13-08-2024 03:15,2.35,824.12,824,68392
res-LQKRRLX7,Cloud Memorystore,575.093,GB,europe-west3,89.16,0.73,25153342634,32359221738,20-07-2024 12:51,25-07-2024 23:19,3.32,1909.31,1909,158447
res-UATET0ZG,BigQuery,195.4914,Requests,europe-west1,61.71,91.21,22600367510,23271333009,03-08-2024 05:06,09-08-2024 04:25,2.4,469.18,469,38927
res-H0FLX264,Cloud NAT,555.4361,GB,asia-southeast1,66.59,58.88,89123002558,92701686882,08-07-2024 17:40,14-07-2024 01:49,6.38,3543.68,3544,294152
res-6IVQ41GN,Cloud Memorystore,779.8708,GB,europe-north1,92.21,96.64,89176509871,93493164826,22-07-2024 23:20,27-07-2024 13:42,9.28,7237.2,7237,600671
res-3KCNHXTD,Cloud Armor,344.424,GB,europe-west1,33.13,93.68,9755217181,15073644558,17-07-2024 17:07,20-07-2024 17:16,6.96,2397.19,2397,198951
res-K495NBU3,Cloud CDN,457.5282,GB,northamerica-northeast1,10.52,88.01,43895284601,49685670959,26-08-2024 20:08,31-08-2024 03:35,2.51,1148.4,1148,95284
res-OTHYLWH2,Cloud VPC,96.3442,GB,southamerica-east1,45.14,86.59,64011750754,64811277700,25-07-2024 10:48,28-07-2024 18:04,3.38,325.64,326,27058
res-6801EISE,Pub/Sub,95.1226,GB,southamerica-east1,73.95,45.25,94131763984,1.0171E+11,25-08-2024 06:33,27-08-2024 16:25,1.33,126.51,127,10541
res-M9S9G8PA,Cloud VPC,906.1268,Requests,us-central1,6.46,76.09,96240826717,98628174081,12-08-2024 23:35,16-08-2024 20:52,6.23,5645.17,5645,468535
res-9R1D3HRY,Cloud Build,663.1473,GB,us-east1,36.9,70.47,91183939033,94771254471,21-08-2024 13:49,25-08-2024 07:05,4.54,3010.69,3011,249913
res-CRE9O9RH,Pub/Sub,929.1694,GB,us-central1,73.09,38.66,7782785245,9375770542,23-07-2024 22:41,27-07-2024 15:34,9.69,9003.65,9004,747332
res-T0OGQ1VW,BigQuery,685.0582,Requests,northamerica-northeast1,88.19,34.34,80406916505,83159936819,15-08-2024 20:03,21-08-2024 19:33,4.89,3349.93,3350,278050
res-U0XU6E1T,Cloud Dataproc,779.1763,Requests,asia-east1,80.81,91.42,95372099760,96841264412,02-08-2024 02:38,03-08-2024 06:37,4.23,3295.92,3296,273568
res-IY6FLR1C,Dataflow,83.4333,Hours,us-west1,25.2,53.54,38288332782,40786031512,20-08-2024 02:48,23-08-2024 14:14,3.18,265.32,265,21995
res-FKAJATB6,Dataflow,90.0833,Hours,northamerica-northeast1,16.92,16.22,59952324151,65511042535,16-07-2024 07:36,20-07-2024 01:41,1.87,168.46,168,13944
res-NWYU1CZI,BigQuery,120.5022,Requests,europe-west1,98.35,57.52,46192771254,49636478748,24-08-2024 13:56,28-08-2024 16:45,2.3,277.16,277,22991
res-92H4UOES,Cloud CDN,802.3156,Requests,europe-north1,97.07,47.44,66031799701,73946955087,12-07-2024 23:21,18-07-2024 05:25,7.29,5848.88,5849,485467
res-7MPLP0WF,Cloud Run,139.5333,Hours,us-central1,55.83,51.05,75535230544,77049187501,02-08-2024 20:27,08-08-2024 15:59,1.89,263.72,264,21912
res-MJRPXFOX,Cloud SQL,470.2063,GB,asia-northeast1,3.96,14.6,54199201379,59810008360,09-07-2024 12:59,11-07-2024 05:38,8.35,3926.22,3926,325858
res-MD82YFPZ,Kubernetes Engine,31.2833,Hours,asia-east1,94.2,76.15,30211701461,34831933503,10-07-2024 20:29,12-07-2024 03:46,7.86,245.89,246,20418
res-BTTU0WCG,Firestore,214.9452,Requests,asia-east1,48.81,92.23,4968760381,6544021317,20-08-2024 21:27,23-08-2024 02:47,2.05,440.64,441,36603
res-7LLUZT3G,Cloud Endpoints,958.0251,GB,europe-north1,21.58,24.91,14507368142,14799300079,09-08-2024 07:10,11-08-2024 00:09,8.34,7989.93,7990,663170
res-P8SSCHN9,Container Registry,56.0054,GB,asia-east1,82.09,49.34,47722928764,52353116409,21-08-2024 23:46,27-08-2024 00:45,2.96,165.78,166,13778
res-OPE31JB2,Kubernetes Engine,58.8167,Hours,europe-north1,92.84,49.35,38117025024,46310224844,01-07-2024 09:56,03-07-2024 20:45,9.93,584.05,584,48472
res-D2NUI8OM,Cloud Spanner,388.8883,GB,asia-northeast1,80.23,41.57,81865257366,85119583044,07-08-2024 07:16,08-08-2024 20:25,7.03,2733.88,2734,226922
res-FUUMP7RH,Firestore,278.6818,GB,europe-west1,68.82,26.87,80624515493,87446054134,29-08-2024 03:57,02-09-2024 20:36,2.05,571.3,571,47393
res-2H6QN7WR,Cloud VPN,107.7011,Requests,europe-north1,24.41,29.04,58360197356,59141084735,24-07-2024 01:32,26-07-2024 20:19,4.12,443.73,444,36852
res-C3AMONZ6,Cloud VPN,472.5108,Requests,europe-west1,59.68,32.7,50485341786,59272302026,23-07-2024 16:11,25-07-2024 04:10,8.37,3954.92,3955,328265
res-A7Y0GW1C,Cloud Functions,34.2833,Hours,europe-west1,10.03,96.22,94135245422,98449735815,01-07-2024 04:28,02-07-2024 14:45,6.14,210.5,210,17430
res-IU418MQO,Cloud SQL,199.0047,Requests,australia-southeast1,68.2,51.61,53528253656,59192635837,25-08-2024 11:45,30-08-2024 01:17,5.99,1192.04,1192,98936
res-X1YXF17C,Cloud Functions,74.4667,Hours,southamerica-east1,5.07,44.06,27065705673,30638291701,12-07-2024 10:30,15-07-2024 12:58,1.35,100.53,101,8383
res-ZZQL1YQ2,Cloud Run,30.7,Hours,australia-southeast1,93.43,60.69,90173241605,93835895466,02-08-2024 17:51,04-08-2024 00:33,8.96,275.07,275,22825
res-WIQEH8YU,Cloud SQL,402.1611,Requests,us-east1,58.6,70.99,80225660303,80774640241,15-07-2024 16:25,21-07-2024 15:32,2.62,1053.66,1054,87482
res-OYKGBR4C,Compute Engine,70,Hours,europe-west3,0.19,63.07,83126833068,92600620478,26-08-2024 01:08,28-08-2024 23:08,1.71,119.7,120,9960
res-8ZPK23NO,Kubernetes Engine,109.6333,Hours,us-west1,97.05,97.65,61917587897,67635412141,10-08-2024 03:36,14-08-2024 17:14,7.78,852.95,853,70799
res-UM51L7IM,Cloud Build,740.4587,GB,us-east1,4.53,74.01,79383752610,88680909492,13-07-2024 04:08,14-07-2024 07:54,2.8,2073.28,2073,172059
res-3E70ZYHQ,Cloud Armor,422.7299,GB,us-west1,1.72,74.52,76049289371,84863458397,25-07-2024 21:17,29-07-2024 05:07,4.08,1724.74,1725,143175
res-6SP2IRJE,Container Registry,758.306,Requests,us-west1,71.11,20.31,26769360946,33807753371,14-08-2024 14:34,16-08-2024 02:18,8.82,6688.26,6688,555104
res-GLWSU5H0,Cloud Memorystore,768.0133,Requests,southamerica-east1,5.33,50.11,50942367098,58673102217,21-07-2024 11:54,26-07-2024 07:24,7.12,5468.25,5468,453844
res-RF559IVM,Cloud Spanner,933.6444,Requests,us-west1,92.88,35.54,38215807762,45909593430,01-07-2024 02:57,05-07-2024 07:28,2.74,2558.19,2558,212314
res-ZRWDCB3G,Pub/Sub,579.897,Requests,us-east1,15.28,86.99,60995867173,61780596439,27-07-2024 14:31,30-07-2024 03:46,1.5,869.85,870,72210
res-HD39T851,Firestore,75.9818,Requests,europe-west1,18.79,10.51,38046686352,41138689229,12-08-2024 12:44,15-08-2024 11:44,4.09,310.77,311,25813
res-5KDNGDZZ,Cloud Interconnect,364.5037,GB,europe-north1,50.11,2.28,77440994177,77840754320,27-07-2024 19:26,01-08-2024 12:19,3.65,1330.44,1330,110390
res-5RZ6TIFT,Kubernetes Engine,82.9,Hours,asia-northeast1,44.88,94.96,13212279998,17308367361,02-07-2024 02:21,05-07-2024 13:15,6.66,552.11,552,45816
res-4TBQH6B1,BigQuery,357.5289,Requests,asia-northeast1,19.36,40.14,10886501175,20627001344,09-08-2024 11:18,14-08-2024 20:28,2.43,868.8,869,72127
res-RNNS13FP,Compute Engine,61.4833,Hours,australia-southeast1,73.77,16.96,60202055264,68337416384,09-08-2024 10:49,12-08-2024 00:18,3.98,244.7,245,20335
res-7GZ4LH6T,Cloud Run,132.5833,Hours,us-central1,32.95,50.84,62624375224,66506699642,28-08-2024 19:00,03-09-2024 07:35,8.24,1092.49,1092,90636
res-UPQDPFWM,Container Registry,931.6294,Requests,europe-north1,69.47,60.8,39058017625,48645923518,17-07-2024 10:40,18-07-2024 10:41,3.15,2934.63,2935,243605
res-65KB06P4,Dataflow,103.9167,Hours,asia-east1,93.48,32.8,32475050333,40333849858,01-07-2024 08:59,05-07-2024 16:54,8.52,885.37,885,73455
res-PNEPCKHW,Cloud NAT,142.5774,GB,us-east1,61.06,25.1,89802450137,94186930893,03-07-2024 13:45,07-07-2024 20:21,6.06,864.02,864,71712
res-UWUK1WBC,Cloud Interconnect,395.8666,Requests,us-west1,31.76,4,90103791429,96109228818,02-08-2024 15:51,04-08-2024 14:00,6.32,2501.88,2502,207666
res-LOIOQXNF,Cloud Interconnect,691.7493,GB,asia-southeast1,3.07,5.56,4169577070,11227431169,19-08-2024 12:07,25-08-2024 04:18,5.71,3949.89,3950,327850
res-RDEPCFLV,Cloud Functions,31.4,Hours,us-west1,66.21,60.58,48909078248,56422763858,09-08-2024 01:35,10-08-2024 08:59,4.56,143.18,143,11869
